"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.355859562E2,-1.882500076E1,4.380000305E1,3.225000143E0
1.355959562E2,-1.845000076E1,4.380000305E1,3.600000143E0
1.356059562E2,-1.845000076E1,4.387500000E1,3.525000095E0
1.356159562E2,-1.845000076E1,4.402500153E1,3.525000095E0
1.356259562E2,-1.837500000E1,4.440000153E1,3.375000238E0
1.356359562E2,-1.830000114E1,4.440000153E1,3.075000048E0
1.356459562E2,-1.800000000E1,4.455000305E1,2.775000095E0
1.356559562E2,-1.777500153E1,4.462500000E1,2.625000000E0
1.356659562E2,-1.762500000E1,4.485000229E1,2.100000143E0
1.356759562E2,-1.732500076E1,4.485000229E1,1.275000095E0
1.356859562E2,-1.687500000E1,4.492500305E1,7.500000000E-1
1.356959562E2,-1.635000038E1,4.477500153E1,2.250000089E-1
1.357059562E2,-1.605000114E1,4.470000076E1,-1.500000060E-1
1.357159562E2,-1.560000038E1,4.477500153E1,-5.250000358E-1
1.357259562E2,-1.552500057E1,4.492500305E1,-8.250000477E-1
1.357359562E2,-1.530000019E1,4.485000229E1,-1.125000000E0
1.357459562E2,-1.485000038E1,4.485000229E1,-1.350000024E0
1.357559562E2,-1.477500057E1,4.485000229E1,-1.575000048E0
1.357659562E2,-1.455000019E1,4.492500305E1,-1.350000024E0
1.357759562E2,-1.447500038E1,4.515000153E1,-1.275000095E0
1.357859562E2,-1.447500038E1,4.530000305E1,-1.275000095E0
1.357959562E2,-1.470000076E1,4.530000305E1,-9.750000238E-1
1.358059562E2,-1.492500019E1,4.522500229E1,-3.750000000E-1
1.358159562E2,-1.500000095E1,4.522500229E1,-0.000000000E0
1.358259562E2,-1.545000076E1,4.522500229E1,5.250000358E-1
1.358359562E2,-1.597500038E1,4.522500229E1,1.125000000E0
1.358459562E2,-1.642500114E1,4.515000153E1,1.425000072E0
1.358559562E2,-1.702500153E1,4.522500229E1,1.875000119E0
1.358659562E2,-1.740000153E1,4.500000000E1,2.250000000E0
1.358759562E2,-1.755000114E1,4.485000229E1,2.700000048E0
1.358859562E2,-1.770000076E1,4.462500000E1,2.700000048E0
1.358959562E2,-1.792500114E1,4.455000305E1,2.850000143E0
1.359059562E2,-1.807500076E1,4.432500076E1,3.075000048E0
1.359159562E2,-1.830000114E1,4.425000000E1,3.150000095E0
1.359259562E2,-1.852500153E1,4.410000229E1,3.375000238E0
1.359359562E2,-1.875000000E1,4.387500000E1,3.600000143E0
1.359459562E2,-1.912500000E1,4.387500000E1,3.750000238E0
1.359559562E2,-1.935000038E1,4.380000305E1,4.050000191E0
1.359659562E2,-1.957500076E1,4.365000153E1,4.125000000E0
1.359759562E2,-1.987500000E1,4.357500076E1,4.050000191E0
1.359859562E2,-1.995000076E1,4.380000305E1,3.975000143E0
1.359959562E2,-1.995000076E1,4.372500229E1,4.050000191E0
1.360059562E2,-2.017500114E1,4.365000153E1,4.425000191E0
1.360159562E2,-1.995000076E1,4.365000153E1,4.275000095E0
1.360259562E2,-1.987500000E1,4.350000000E1,4.125000000E0
1.360359562E2,-1.995000076E1,4.350000000E1,3.675000191E0
1.360459562E2,-1.987500000E1,4.365000153E1,3.675000191E0
1.360559562E2,-1.972500038E1,4.380000305E1,3.675000191E0
1.360659562E2,-1.957500076E1,4.380000305E1,3.600000143E0
1.360759562E2,-1.950000000E1,4.402500153E1,3.525000095E0
1.360859562E2,-1.920000076E1,4.410000229E1,3.075000048E0
1.360959562E2,-1.905000114E1,4.417500305E1,3.075000048E0
1.361059562E2,-1.905000114E1,4.447500229E1,3.000000000E0
1.361159562E2,-1.860000038E1,4.462500000E1,2.925000191E0
1.361259562E2,-1.837500000E1,4.462500000E1,2.775000095E0
1.361359562E2,-1.822500038E1,4.455000305E1,2.625000000E0
1.361459562E2,-1.800000000E1,4.455000305E1,2.325000048E0
1.361559562E2,-1.770000076E1,4.447500229E1,1.950000048E0
1.361659562E2,-1.710000038E1,4.477500153E1,1.725000024E0
1.361759562E2,-1.687500000E1,4.507500076E1,1.275000095E0
1.361859562E2,-1.627500153E1,4.515000153E1,7.500000000E-1
1.361959562E2,-1.575000095E1,4.522500229E1,0.000000000E0
1.362059562E2,-1.530000019E1,4.530000305E1,-4.500000179E-1
1.362159562E2,-1.485000038E1,4.530000305E1,-1.125000000E0
1.362259562E2,-1.447500038E1,4.515000153E1,-1.800000072E0
1.362359562E2,-1.380000019E1,4.515000153E1,-1.875000119E0
1.362459562E2,-1.342500019E1,4.492500305E1,-2.250000000E0
1.362559562E2,-1.320000076E1,4.485000229E1,-2.625000000E0
1.362659562E2,-1.312500095E1,4.477500153E1,-2.400000095E0
1.362759562E2,-1.320000076E1,4.462500000E1,-2.250000000E0
1.362859562E2,-1.312500095E1,4.455000305E1,-2.100000143E0
1.362959562E2,-1.350000095E1,4.455000305E1,-1.500000000E0
1.363059562E2,-1.380000019E1,4.447500229E1,-8.250000477E-1
1.363159562E2,-1.455000019E1,4.455000305E1,-3.750000000E-1
1.363259562E2,-1.530000019E1,4.462500000E1,2.250000089E-1
1.363359562E2,-1.582500076E1,4.440000153E1,1.125000000E0
1.363459562E2,-1.642500114E1,4.432500076E1,1.425000072E0
1.363559562E2,-1.702500153E1,4.440000153E1,2.025000095E0
1.363659562E2,-1.777500153E1,4.447500229E1,2.325000048E0
1.363759562E2,-1.800000000E1,4.455000305E1,2.625000000E0
1.363859562E2,-1.845000076E1,4.477500153E1,2.925000191E0
1.363959562E2,-1.867500114E1,4.447500229E1,3.075000048E0
1.364059562E2,-1.897500038E1,4.432500076E1,3.150000095E0
1.364159562E2,-1.912500000E1,4.432500076E1,3.000000000E0
1.364259562E2,-1.950000000E1,4.417500305E1,3.375000238E0
1.364359562E2,-1.972500038E1,4.402500153E1,3.300000191E0
1.364459562E2,-1.980000114E1,4.410000229E1,3.375000238E0
1.364559562E2,-2.010000038E1,4.387500000E1,3.375000238E0
1.364659562E2,-2.040000153E1,4.380000305E1,3.375000238E0
1.364759562E2,-2.055000114E1,4.387500000E1,3.300000191E0
1.364859562E2,-2.047500038E1,4.395000076E1,3.375000238E0
1.364959562E2,-2.055000114E1,4.402500153E1,3.525000095E0
1.365059562E2,-2.040000153E1,4.395000076E1,3.525000095E0
1.365159562E2,-2.010000038E1,4.425000000E1,3.675000191E0
1.365259562E2,-2.010000038E1,4.410000229E1,3.525000095E0
1.365359562E2,-1.980000114E1,4.410000229E1,3.675000191E0
1.365459562E2,-1.950000000E1,4.410000229E1,3.675000191E0
1.365559562E2,-1.935000038E1,4.410000229E1,3.825000048E0
1.365659562E2,-1.927500153E1,4.410000229E1,3.825000048E0
1.365759562E2,-1.890000153E1,4.395000076E1,3.675000191E0
1.365859562E2,-1.867500114E1,4.410000229E1,3.450000048E0
1.365959562E2,-1.860000038E1,4.387500000E1,3.600000143E0
1.366059562E2,-1.845000076E1,4.387500000E1,3.525000095E0
1.366159562E2,-1.830000114E1,4.395000076E1,3.375000238E0
1.366259562E2,-1.822500038E1,4.387500000E1,3.000000000E0
1.366359562E2,-1.792500114E1,4.402500153E1,2.925000191E0
1.366459562E2,-1.747500038E1,4.395000076E1,2.625000000E0
1.366559562E2,-1.725000000E1,4.417500305E1,2.400000095E0
1.366659562E2,-1.680000114E1,4.417500305E1,1.950000048E0
1.366759562E2,-1.642500114E1,4.447500229E1,1.425000072E0
1.366859562E2,-1.605000114E1,4.477500153E1,9.000000358E-1
1.366959562E2,-1.552500057E1,4.500000000E1,4.500000179E-1
1.367059562E2,-1.522500038E1,4.507500076E1,0.000000000E0
1.367159562E2,-1.485000038E1,4.507500076E1,-7.500000000E-1
1.367259562E2,-1.477500057E1,4.530000305E1,-1.050000072E0
1.367359562E2,-1.455000019E1,4.537500000E1,-1.500000000E0
1.367459562E2,-1.455000019E1,4.552500153E1,-1.875000119E0
1.367559562E2,-1.440000057E1,4.552500153E1,-2.325000048E0
1.367659562E2,-1.395000076E1,4.552500153E1,-2.550000191E0
1.367759562E2,-1.402500057E1,4.545000076E1,-2.850000143E0
1.367859562E2,-1.395000076E1,4.567500305E1,-2.925000191E0
1.367959562E2,-1.410000038E1,4.567500305E1,-2.775000095E0
1.368059562E2,-1.410000038E1,4.575000000E1,-2.700000048E0
1.368159562E2,-1.432500076E1,4.560000229E1,-2.400000095E0
1.368259562E2,-1.447500038E1,4.552500153E1,-2.100000143E0
1.368359562E2,-1.500000095E1,4.537500000E1,-1.425000072E0
1.368459562E2,-1.582500076E1,4.522500229E1,-6.750000119E-1
1.368559562E2,-1.620000076E1,4.492500305E1,0.000000000E0
1.368659562E2,-1.672500038E1,4.455000305E1,5.250000358E-1
1.368759562E2,-1.725000000E1,4.440000153E1,1.050000072E0
1.368859562E2,-1.770000076E1,4.425000000E1,1.425000072E0
1.368959562E2,-1.807500076E1,4.425000000E1,1.875000119E0
1.369059562E2,-1.860000038E1,4.417500305E1,2.250000000E0
1.369159562E2,-1.882500076E1,4.402500153E1,2.550000191E0
1.369259562E2,-1.912500000E1,4.402500153E1,2.775000095E0
1.369359562E2,-1.927500153E1,4.395000076E1,2.700000048E0
1.369459562E2,-1.935000038E1,4.417500305E1,2.925000191E0
1.369559562E2,-1.942500114E1,4.425000000E1,2.775000095E0
1.369659562E2,-1.980000114E1,4.440000153E1,3.000000000E0
1.369759562E2,-1.995000076E1,4.440000153E1,3.450000048E0
1.369859562E2,-2.010000038E1,4.432500076E1,3.525000095E0
1.369959562E2,-2.010000038E1,4.440000153E1,3.450000048E0
1.370059562E2,-2.010000038E1,4.425000000E1,3.375000238E0
1.370159562E2,-2.032500076E1,4.432500076E1,3.675000191E0
1.370259562E2,-2.040000153E1,4.410000229E1,3.675000191E0
1.370359562E2,-2.017500114E1,4.402500153E1,3.900000095E0
1.370459562E2,-1.980000114E1,4.380000305E1,4.125000000E0
1.370559562E2,-1.950000000E1,4.365000153E1,3.975000143E0
1.370659562E2,-1.920000076E1,4.357500076E1,4.125000000E0
1.370759562E2,-1.890000153E1,4.357500076E1,4.350000381E0
1.370859562E2,-1.867500114E1,4.357500076E1,4.425000191E0
1.370959562E2,-1.837500000E1,4.372500229E1,4.575000286E0
1.371059562E2,-1.815000153E1,4.417500305E1,4.725000381E0
1.371159562E2,-1.822500038E1,4.425000000E1,5.025000095E0
1.371259562E2,-1.837500000E1,4.447500229E1,4.875000000E0
1.371359562E2,-1.837500000E1,4.447500229E1,4.500000000E0
1.371459562E2,-1.800000000E1,4.462500000E1,4.350000381E0
1.371559562E2,-1.800000000E1,4.462500000E1,4.200000286E0
1.371659562E2,-1.755000114E1,4.485000229E1,3.900000095E0
1.371759562E2,-1.747500038E1,4.492500305E1,3.150000095E0
1.371859562E2,-1.710000038E1,4.470000076E1,2.625000000E0
1.371959562E2,-1.665000153E1,4.470000076E1,1.500000000E0
1.372059562E2,-1.612500000E1,4.477500153E1,5.250000358E-1
1.372159562E2,-1.560000038E1,4.470000076E1,-1.500000060E-1
1.372259562E2,-1.545000076E1,4.485000229E1,-9.000000358E-1
1.372359562E2,-1.485000038E1,4.500000000E1,-1.875000119E0
1.372459562E2,-1.470000076E1,4.507500076E1,-2.400000095E0
1.372559562E2,-1.447500038E1,4.500000000E1,-2.850000143E0
1.372659562E2,-1.447500038E1,4.507500076E1,-3.300000191E0
1.372759562E2,-1.425000095E1,4.522500229E1,-3.450000048E0
1.372859562E2,-1.425000095E1,4.507500076E1,-3.225000143E0
1.372959562E2,-1.447500038E1,4.537500000E1,-3.150000095E0
1.373059562E2,-1.462500095E1,4.537500000E1,-2.700000048E0
1.373159562E2,-1.492500019E1,4.530000305E1,-2.175000191E0
1.373259562E2,-1.507500076E1,4.507500076E1,-1.725000024E0
1.373359562E2,-1.537500095E1,4.492500305E1,-1.200000048E0
1.373459562E2,-1.567500019E1,4.477500153E1,-4.500000179E-1
1.373559562E2,-1.635000038E1,4.470000076E1,2.250000089E-1
1.373659562E2,-1.687500000E1,4.477500153E1,7.500000000E-1
1.373759562E2,-1.717500114E1,4.440000153E1,1.275000095E0
1.373859562E2,-1.762500000E1,4.425000000E1,1.650000095E0
1.373959562E2,-1.792500114E1,4.417500305E1,2.025000095E0
1.374059562E2,-1.852500153E1,4.417500305E1,2.550000191E0
1.374159562E2,-1.875000000E1,4.417500305E1,2.775000095E0
1.374259562E2,-1.882500076E1,4.410000229E1,3.000000000E0
1.374359562E2,-1.912500000E1,4.387500000E1,3.075000048E0
1.374459562E2,-1.912500000E1,4.380000305E1,3.375000238E0
1.374559562E2,-1.942500114E1,4.387500000E1,3.600000143E0
1.374659562E2,-1.987500000E1,4.365000153E1,3.750000238E0
1.374759562E2,-2.040000153E1,4.350000000E1,3.825000048E0
1.374859562E2,-2.062500000E1,4.335000229E1,3.825000048E0
1.374959562E2,-2.085000038E1,4.327500153E1,4.275000095E0
1.375059562E2,-2.100000000E1,4.320000076E1,4.275000095E0
1.375159562E2,-2.115000153E1,4.312500000E1,4.650000095E0
1.375259562E2,-2.137500000E1,4.312500000E1,4.800000191E0
1.375359562E2,-2.115000153E1,4.297500229E1,5.025000095E0
1.375459562E2,-2.085000038E1,4.320000076E1,4.950000286E0
1.375559562E2,-2.070000076E1,4.335000229E1,5.025000095E0
1.375659562E2,-2.040000153E1,4.335000229E1,5.325000286E0
1.375759562E2,-2.010000038E1,4.342500305E1,5.100000381E0
1.375859562E2,-1.980000114E1,4.357500076E1,5.100000381E0
1.375959562E2,-1.942500114E1,4.372500229E1,4.950000286E0
1.376059562E2,-1.920000076E1,4.372500229E1,4.800000191E0
1.376159562E2,-1.897500038E1,4.380000305E1,4.725000381E0
1.376259562E2,-1.875000000E1,4.380000305E1,4.575000286E0
1.376359562E2,-1.845000076E1,4.380000305E1,4.575000286E0
1.376459562E2,-1.822500038E1,4.410000229E1,3.975000143E0
1.376559562E2,-1.785000038E1,4.410000229E1,3.675000191E0
1.376659562E2,-1.762500000E1,4.425000000E1,3.300000191E0
1.376759562E2,-1.740000153E1,4.440000153E1,2.850000143E0
1.376859562E2,-1.702500153E1,4.447500229E1,2.325000048E0
1.376959562E2,-1.680000114E1,4.462500000E1,1.800000072E0
1.377059562E2,-1.635000038E1,4.485000229E1,1.350000024E0
1.377159562E2,-1.612500000E1,4.485000229E1,8.250000477E-1
1.377259562E2,-1.560000038E1,4.485000229E1,6.750000119E-1
1.377359562E2,-1.560000038E1,4.492500305E1,3.000000119E-1
1.377459562E2,-1.560000038E1,4.492500305E1,7.500000298E-2
1.377559562E2,-1.545000076E1,4.492500305E1,-1.500000060E-1
1.377659562E2,-1.537500095E1,4.492500305E1,-3.000000119E-1
1.377759562E2,-1.515000057E1,4.492500305E1,-1.500000060E-1
1.377859562E2,-1.522500038E1,4.515000153E1,-7.500000298E-2
1.377959562E2,-1.507500076E1,4.522500229E1,-7.500000298E-2
1.378059562E2,-1.552500057E1,4.507500076E1,0.000000000E0
1.378159562E2,-1.582500076E1,4.507500076E1,1.500000060E-1
1.378259562E2,-1.597500038E1,4.522500229E1,3.750000000E-1
1.378359562E2,-1.627500153E1,4.515000153E1,8.250000477E-1
1.378459562E2,-1.650000000E1,4.500000000E1,1.125000000E0
1.378559562E2,-1.695000076E1,4.492500305E1,1.275000095E0
1.378659562E2,-1.740000153E1,4.455000305E1,1.800000072E0
1.378759562E2,-1.792500114E1,4.455000305E1,2.175000191E0
1.378859562E2,-1.815000153E1,4.455000305E1,2.625000000E0
1.378959562E2,-1.830000114E1,4.440000153E1,2.925000191E0
1.379059562E2,-1.867500114E1,4.417500305E1,3.075000048E0
1.379159562E2,-1.905000114E1,4.410000229E1,3.150000095E0
1.379259562E2,-1.935000038E1,4.425000000E1,3.375000238E0
1.379359562E2,-1.980000114E1,4.417500305E1,3.600000143E0
1.379459562E2,-2.017500114E1,4.402500153E1,3.600000143E0
1.379559562E2,-2.055000114E1,4.402500153E1,3.675000191E0
1.379659562E2,-2.092500114E1,4.380000305E1,3.750000238E0
1.379759562E2,-2.122500038E1,4.380000305E1,3.750000238E0
1.379859562E2,-2.137500000E1,4.357500076E1,4.050000191E0
1.379959562E2,-2.145000076E1,4.342500305E1,4.200000286E0
1.380059562E2,-2.167500114E1,4.350000000E1,4.350000381E0
1.380159562E2,-2.160000038E1,4.350000000E1,4.350000381E0
1.380259562E2,-2.152500153E1,4.342500305E1,4.425000191E0
1.380359562E2,-2.137500000E1,4.335000229E1,4.425000191E0
1.380459562E2,-2.115000153E1,4.350000000E1,4.275000095E0
1.380559562E2,-2.100000000E1,4.350000000E1,4.350000381E0
1.380659562E2,-2.062500000E1,4.342500305E1,4.275000095E0
1.380759562E2,-2.055000114E1,4.357500076E1,4.275000095E0
1.380859562E2,-2.032500076E1,4.327500153E1,4.275000095E0
1.380959562E2,-2.025000000E1,4.335000229E1,4.350000381E0
1.381059562E2,-1.995000076E1,4.357500076E1,4.575000286E0
1.381159562E2,-1.957500076E1,4.350000000E1,4.425000191E0
1.381259562E2,-1.920000076E1,4.365000153E1,4.350000381E0
1.381359562E2,-1.882500076E1,4.380000305E1,4.200000286E0
1.381459562E2,-1.897500038E1,4.410000229E1,4.050000191E0
1.381559562E2,-1.860000038E1,4.417500305E1,3.825000048E0
1.381659562E2,-1.845000076E1,4.447500229E1,3.375000238E0
1.381759562E2,-1.785000038E1,4.455000305E1,2.850000143E0
1.381859562E2,-1.747500038E1,4.447500229E1,2.025000095E0
1.381959562E2,-1.710000038E1,4.470000076E1,1.650000095E0
1.382059562E2,-1.672500038E1,4.485000229E1,1.200000048E0
1.382159562E2,-1.627500153E1,4.470000076E1,3.750000000E-1
1.382259562E2,-1.560000038E1,4.470000076E1,-3.750000000E-1
1.382359562E2,-1.500000095E1,4.477500153E1,-8.250000477E-1
1.382459562E2,-1.440000057E1,4.492500305E1,-1.425000072E0
1.382559562E2,-1.410000038E1,4.492500305E1,-1.875000119E0
1.382659562E2,-1.380000019E1,4.515000153E1,-2.250000000E0
1.382759562E2,-1.350000095E1,4.530000305E1,-2.625000000E0
1.382859562E2,-1.335000038E1,4.537500000E1,-2.775000095E0
1.382959562E2,-1.312500095E1,4.552500153E1,-2.625000000E0
1.383059562E2,-1.305000019E1,4.552500153E1,-2.325000048E0
1.383159562E2,-1.305000019E1,4.552500153E1,-2.325000048E0
1.383259562E2,-1.320000076E1,4.552500153E1,-1.950000048E0
1.383359562E2,-1.350000095E1,4.545000076E1,-1.350000024E0
1.383459562E2,-1.380000019E1,4.545000076E1,-7.500000000E-1
1.383559562E2,-1.410000038E1,4.530000305E1,-7.500000298E-2
1.383659562E2,-1.462500095E1,4.500000000E1,7.500000298E-2
1.383759562E2,-1.537500095E1,4.492500305E1,7.500000000E-1
1.383859562E2,-1.590000057E1,4.507500076E1,1.200000048E0
1.383959562E2,-1.620000076E1,4.500000000E1,1.725000024E0
1.384059562E2,-1.672500038E1,4.477500153E1,2.100000143E0
1.384159562E2,-1.702500153E1,4.470000076E1,2.250000000E0
1.384259562E2,-1.747500038E1,4.455000305E1,2.250000000E0
1.384359562E2,-1.770000076E1,4.462500000E1,2.400000095E0
1.384459562E2,-1.792500114E1,4.455000305E1,2.775000095E0
1.384559562E2,-1.800000000E1,4.432500076E1,2.700000048E0
1.384659562E2,-1.845000076E1,4.410000229E1,2.625000000E0
1.384759562E2,-1.875000000E1,4.395000076E1,2.625000000E0
1.384859562E2,-1.897500038E1,4.410000229E1,2.850000143E0
1.384959562E2,-1.912500000E1,4.417500305E1,2.775000095E0
1.385059562E2,-1.935000038E1,4.410000229E1,2.850000143E0
1.385159562E2,-1.950000000E1,4.402500153E1,3.075000048E0
1.385259562E2,-1.950000000E1,4.402500153E1,3.225000143E0
1.385359562E2,-1.950000000E1,4.410000229E1,3.450000048E0
1.385459562E2,-1.920000076E1,4.402500153E1,3.750000238E0
1.385559562E2,-1.935000038E1,4.417500305E1,3.975000143E0
1.385659562E2,-1.912500000E1,4.410000229E1,3.975000143E0
1.385759562E2,-1.890000153E1,4.395000076E1,4.200000286E0
1.385859562E2,-1.882500076E1,4.395000076E1,4.650000095E0
1.385959562E2,-1.867500114E1,4.402500153E1,4.500000000E0
1.386059562E2,-1.867500114E1,4.417500305E1,4.575000286E0
1.386159562E2,-1.852500153E1,4.425000000E1,4.800000191E0
1.386259562E2,-1.845000076E1,4.440000153E1,4.575000286E0
1.386359562E2,-1.830000114E1,4.432500076E1,4.425000191E0
1.386459562E2,-1.807500076E1,4.432500076E1,4.275000095E0
1.386559562E2,-1.792500114E1,4.447500229E1,4.200000286E0
1.386659562E2,-1.777500153E1,4.455000305E1,3.825000048E0
1.386759562E2,-1.770000076E1,4.455000305E1,3.450000048E0
1.386859562E2,-1.717500114E1,4.455000305E1,3.000000000E0
1.386959562E2,-1.695000076E1,4.455000305E1,2.250000000E0
1.387059562E2,-1.650000000E1,4.462500000E1,1.800000072E0
1.387159562E2,-1.597500038E1,4.485000229E1,1.275000095E0
1.387259562E2,-1.560000038E1,4.500000000E1,9.750000238E-1
1.387359562E2,-1.522500038E1,4.507500076E1,4.500000179E-1
1.387459562E2,-1.462500095E1,4.507500076E1,2.250000089E-1
1.387559562E2,-1.410000038E1,4.515000153E1,7.500000298E-2
1.387659562E2,-1.365000057E1,4.530000305E1,2.250000089E-1
1.387759562E2,-1.335000038E1,4.545000076E1,2.250000089E-1
1.387859562E2,-1.335000038E1,4.560000229E1,1.500000060E-1
1.387959562E2,-1.320000076E1,4.567500305E1,2.250000089E-1
1.388059562E2,-1.320000076E1,4.567500305E1,-0.000000000E0
1.388159562E2,-1.327500057E1,4.560000229E1,3.000000119E-1
1.388259562E2,-1.342500019E1,4.537500000E1,3.750000000E-1
1.388359562E2,-1.372500038E1,4.552500153E1,8.250000477E-1
1.388459562E2,-1.410000038E1,4.537500000E1,1.275000095E0
1.388559562E2,-1.425000095E1,4.522500229E1,1.725000024E0
1.388659562E2,-1.447500038E1,4.492500305E1,2.325000048E0
1.388759562E2,-1.515000057E1,4.477500153E1,2.925000191E0
1.388859562E2,-1.552500057E1,4.477500153E1,3.525000095E0
1.388959562E2,-1.567500019E1,4.470000076E1,4.050000191E0
1.389059562E2,-1.605000114E1,4.462500000E1,4.200000286E0
1.389159562E2,-1.635000038E1,4.440000153E1,4.200000286E0
1.389259562E2,-1.695000076E1,4.447500229E1,3.975000143E0
1.389359562E2,-1.755000114E1,4.440000153E1,3.900000095E0
1.389459562E2,-1.800000000E1,4.447500229E1,3.900000095E0
1.389559562E2,-1.822500038E1,4.417500305E1,3.825000048E0
1.389659562E2,-1.852500153E1,4.380000305E1,3.825000048E0
1.389759562E2,-1.882500076E1,4.372500229E1,3.600000143E0
1.389859562E2,-1.912500000E1,4.387500000E1,3.825000048E0
1.389959562E2,-1.942500114E1,4.380000305E1,4.125000000E0
1.390059562E2,-1.942500114E1,4.365000153E1,4.350000381E0
1.390159562E2,-1.942500114E1,4.365000153E1,4.800000191E0
1.390259562E2,-1.942500114E1,4.342500305E1,5.100000381E0
1.390359562E2,-1.927500153E1,4.372500229E1,5.175000191E0
1.390459562E2,-1.897500038E1,4.387500000E1,5.250000000E0
1.390559562E2,-1.897500038E1,4.387500000E1,5.250000000E0
1.390659562E2,-1.875000000E1,4.365000153E1,5.400000095E0
1.390759562E2,-1.852500153E1,4.365000153E1,5.250000000E0
1.390859562E2,-1.807500076E1,4.357500076E1,5.250000000E0
1.390959562E2,-1.815000153E1,4.380000305E1,4.875000000E0
1.391059562E2,-1.800000000E1,4.387500000E1,4.650000095E0
1.391159562E2,-1.792500114E1,4.380000305E1,4.350000381E0
1.391259562E2,-1.785000038E1,4.387500000E1,4.200000286E0
1.391359562E2,-1.777500153E1,4.417500305E1,4.050000191E0
1.391459562E2,-1.755000114E1,4.440000153E1,3.825000048E0
1.391559562E2,-1.702500153E1,4.477500153E1,3.450000048E0
1.391659562E2,-1.695000076E1,4.492500305E1,3.150000095E0
1.391759562E2,-1.627500153E1,4.507500076E1,2.925000191E0
1.391859562E2,-1.567500019E1,4.537500000E1,2.325000048E0
1.391959562E2,-1.507500076E1,4.545000076E1,1.800000072E0
1.392059562E2,-1.432500076E1,4.582500076E1,1.425000072E0
1.392159562E2,-1.372500038E1,4.590000153E1,1.275000095E0
1.392259562E2,-1.305000019E1,4.597500229E1,4.500000179E-1
1.392359562E2,-1.267500019E1,4.597500229E1,0.000000000E0
1.392459562E2,-1.237500095E1,4.627500153E1,-4.500000179E-1
1.392559562E2,-1.207500076E1,4.627500153E1,-1.200000048E0
1.392659562E2,-1.185000038E1,4.642500305E1,-1.425000072E0
1.392759562E2,-1.170000076E1,4.650000000E1,-1.200000048E0
1.392859562E2,-1.185000038E1,4.635000229E1,-1.500000000E0
1.392959562E2,-1.177500057E1,4.627500153E1,-1.575000048E0
1.393059562E2,-1.215000057E1,4.620000076E1,-1.275000095E0
1.393159562E2,-1.245000076E1,4.597500229E1,-9.000000358E-1
1.393259562E2,-1.260000038E1,4.582500076E1,-6.000000238E-1
1.393359562E2,-1.305000019E1,4.560000229E1,-0.000000000E0
1.393459562E2,-1.350000095E1,4.537500000E1,4.500000179E-1
1.393559562E2,-1.402500057E1,4.530000305E1,6.000000238E-1
1.393659562E2,-1.477500057E1,4.507500076E1,1.275000095E0
1.393759562E2,-1.552500057E1,4.500000000E1,1.575000048E0
1.393859562E2,-1.612500000E1,4.485000229E1,2.100000143E0
1.393959562E2,-1.672500038E1,4.477500153E1,2.400000095E0
1.394059562E2,-1.725000000E1,4.447500229E1,2.925000191E0
1.394159562E2,-1.770000076E1,4.447500229E1,3.300000191E0
1.394259562E2,-1.792500114E1,4.425000000E1,3.675000191E0
1.394359562E2,-1.830000114E1,4.410000229E1,4.125000000E0
1.394459562E2,-1.845000076E1,4.395000076E1,4.275000095E0
1.394559562E2,-1.845000076E1,4.372500229E1,4.650000095E0
1.394659562E2,-1.882500076E1,4.380000305E1,4.725000381E0
1.394759562E2,-1.882500076E1,4.372500229E1,5.025000095E0
1.394859562E2,-1.905000114E1,4.380000305E1,5.100000381E0
1.394959562E2,-1.942500114E1,4.380000305E1,5.100000381E0
1.395059562E2,-1.980000114E1,4.372500229E1,5.325000286E0
1.395159562E2,-1.995000076E1,4.372500229E1,5.400000095E0
1.395259562E2,-1.980000114E1,4.395000076E1,5.625000000E0
1.395359562E2,-1.972500038E1,4.425000000E1,5.400000095E0
1.395459562E2,-1.950000000E1,4.410000229E1,5.400000095E0
1.395559562E2,-1.920000076E1,4.410000229E1,5.325000286E0
1.395659562E2,-1.890000153E1,4.425000000E1,5.250000000E0
1.395759562E2,-1.860000038E1,4.432500076E1,5.250000000E0
1.395859562E2,-1.800000000E1,4.440000153E1,5.100000381E0
1.395959562E2,-1.762500000E1,4.455000305E1,4.875000000E0
1.396059562E2,-1.740000153E1,4.455000305E1,4.425000191E0
1.396159562E2,-1.755000114E1,4.455000305E1,4.275000095E0
1.396259562E2,-1.732500076E1,4.470000076E1,4.125000000E0
1.396359562E2,-1.740000153E1,4.492500305E1,3.750000238E0
1.396459562E2,-1.702500153E1,4.492500305E1,3.525000095E0
1.396559562E2,-1.680000114E1,4.500000000E1,3.225000143E0
1.396659562E2,-1.657500076E1,4.507500076E1,2.700000048E0
1.396759562E2,-1.627500153E1,4.500000000E1,2.175000191E0
1.396859562E2,-1.597500038E1,4.500000000E1,1.500000000E0
1.396959562E2,-1.530000019E1,4.492500305E1,1.125000000E0
1.397059562E2,-1.477500057E1,4.515000153E1,7.500000000E-1
1.397159562E2,-1.425000095E1,4.530000305E1,1.500000060E-1
1.397259562E2,-1.410000038E1,4.522500229E1,-7.500000298E-2
1.397359562E2,-1.387500095E1,4.530000305E1,-3.000000119E-1
1.397459562E2,-1.387500095E1,4.545000076E1,-5.250000358E-1
1.397559562E2,-1.395000076E1,4.522500229E1,-5.250000358E-1
